"","x"
"52828",0
"52831",0
"52833",0
"52834",0
"52837",0
"52840",0
"52841",0
"52843",0
"52844",0
"52845",1
"52846",0
"52847",1
"52850",0
"52851",1
"52853",1
"52857",0
"52860",1
"52861",1
"52862",1
"52870",0
"52875",0
"52876",1
"52877",0
"52879",0
"52883",0
"52885",0
"52887",0
"52888",0
"52890",0
"52891",0
"52895",0
"52898",1
"52899",0
"52900",0
"52902",0
"52905",1
"52906",0
"52907",0
"52914",1
"52922",1
"52923",0
"52926",0
"52927",1
"52928",0
"52929",0
"52931",0
"52933",0
"52936",0
"52939",1
"52942",0
"52943",0
"52944",0
"52945",0
"52946",0
"52948",0
"52949",0
"52957",0
"52962",0
"52965",1
"52966",0
"52968",0
"52969",0
"52970",0
"52972",0
"52974",0
"52977",0
"52979",0
"52980",0
"52982",0
"52984",0
"52986",0
"52989",0
"52993",0
"53000",0
"53001",0
"53003",0
"53004",1
"53007",0
"53008",0
"53009",0
"53010",0
"53013",1
"53020",0
"53021",0
"53024",0
"53026",0
"53028",1
"53029",0
"53030",0
"53037",0
"53040",0
"53041",0
"53050",0
"53054",0
"53063",0
"53064",0
"53068",0
"53069",1
"53070",0
"53074",1
"53075",0
"53076",0
"53077",1
"53081",0
"53083",1
"53084",0
"53093",0
"53094",0
"53096",0
"53097",0
"53099",0
"53103",0
"53106",0
"53108",1
"53109",0
"53110",0
"53111",0
"53115",0
"53120",0
"53121",0
"53123",0
"53124",0
"53128",0
"53129",0
"53130",0
"53134",0
"53136",1
"53137",0
"53142",0
"53144",0
"53145",1
"53149",0
"53151",0
"53152",1
"53155",0
"53158",0
"53160",0
"53161",1
"53162",1
"53163",0
"53164",0
"53170",0
"53171",0
"53172",0
"53175",0
"53177",0
"53178",0
"53179",0
"53181",1
"53185",0
"53187",1
"53188",0
"53189",1
"53190",0
"53191",0
"53192",1
"53196",0
"53200",0
"53203",0
"53204",1
"53206",0
"53207",0
"53211",0
"53212",0
"53213",0
"53215",0
"53217",0
"53219",0
"53220",1
"53221",0
"53222",0
"53224",0
"53227",0
"53229",1
"53231",0
"53235",0
"53237",0
"53241",1
"53247",0
"53248",1
"53249",0
"53250",0
"53251",1
"53256",1
"53257",0
"53258",1
"53261",0
"53262",1
"53264",0
"53265",1
"53266",0
"53270",1
"53275",0
"53278",0
"53282",0
"53289",1
"53292",0
"53293",0
"53295",0
"53296",0
"53297",0
"53298",0
"53301",0
"53302",0
"53303",0
"53312",0
"53313",1
"53314",0
"53315",0
"53316",0
"53319",0
"53321",0
"53322",1
"53324",0
"53325",0
"53327",0
"53331",0
"53332",0
"53333",0
"53338",0
"53339",0
"53340",0
"53341",0
"53342",0
"53346",1
"53349",0
"53351",0
"53353",0
"53357",0
"53361",1
"53364",0
"53365",0
"53367",0
"53368",0
"53369",1
"53370",0
"53371",0
"53376",0
"53377",0
"53378",0
"53379",0
"53382",0
"53385",1
"53387",0
"53389",0
"53390",0
"53392",0
"53399",0
"53402",1
"53403",0
"53404",1
"53407",1
"53410",1
"53411",0
"53413",0
"53415",0
"53417",1
"53420",0
"53421",1
"53424",0
"53425",1
"53426",0
"53428",0
"53429",0
"53431",1
"53432",1
"53433",0
"53438",0
"53439",1
"53442",0
"53445",0
"53447",0
"53449",1
"53454",0
"53458",1
"53459",0
"53461",0
"53464",0
"53469",0
"53472",0
"53473",0
"53476",0
"53481",0
"53482",1
"53484",0
"53485",1
"53487",0
"53489",1
"53491",1
"53494",0
"53495",0
"53499",0
"53501",0
"53503",0
"53504",1
"53505",0
"53507",0
"53511",0
"53514",0
"53516",0
"53517",1
"53518",0
"53520",1
"53525",0
"53531",0
"53538",0
"53539",0
"53540",0
"53541",0
"53544",1
"53551",0
"53553",0
"53561",0
"53562",0
"53564",0
"53565",1
"53566",0
"53569",0
"53571",0
"53574",0
"53579",0
"53581",1
"53583",0
"53584",0
"53596",0
"53599",0
"53603",0
"53608",0
"53610",1
"53612",0
"53615",0
"53618",0
"53619",0
"53620",1
"53624",0
"53625",0
"53627",0
"53631",0
"53633",0
"53636",0
"53642",0
"53644",0
"53647",0
"53648",0
"53652",1
"53653",0
"53654",0
"53658",1
"53659",0
"53662",1
"53663",0
"53668",0
"53672",0
"53673",1
"53676",0
"53679",0
"53686",0
"53687",0
"53688",0
"53691",0
"53695",0
"53697",0
"53700",0
"53701",1
"53702",0
"53704",1
"53705",1
"53709",1
"53710",0
"53712",0
"53713",0
"53718",0
"53724",0
"53727",0
"53729",0
"53733",0
"53734",0
"53735",0
"53736",0
"53741",1
"53744",0
"53746",0
"53747",0
"53748",0
"53750",0
"53752",0
"53753",0
"53754",0
"53756",0
"53758",0
"53765",0
"53766",1
"53768",0
"53772",0
"53775",1
"53779",0
"53780",0
"53782",0
"53786",1
"53791",0
"53792",0
"53793",0
"53799",1
"53802",0
"53803",1
"53809",0
"53813",0
"53816",0
"53817",1
"53819",0
"53820",0
"53825",0
"53832",0
"53837",0
"53839",0
"53841",0
"53842",1
"53843",0
"53846",0
"53847",0
"53850",0
"53854",0
"53858",0
"53860",0
"53861",1
"53863",0
"53864",0
"53866",1
"53868",1
"53869",0
"53871",0
"53874",0
"53876",1
"53879",0
"53883",1
"53884",1
"53887",0
"53893",1
"53897",0
"53900",0
"53901",0
"53902",0
"53904",0
"53905",0
"53906",1
"53907",0
"53908",0
"53909",0
"53910",0
"53911",0
"53913",0
"53919",0
"53921",0
"53923",0
"53924",0
"53925",0
"53926",0
"53927",0
"53928",0
"53929",0
"53933",1
"53934",0
"53935",0
"53938",0
"53940",0
"53943",0
"53945",1
"53946",0
"53948",0
"53951",0
"53957",1
"53961",0
"53962",0
"53967",0
"53973",0
"53978",0
"53981",0
"53994",0
"53998",0
"54000",1
"54002",0
"54004",0
"54007",0
"54008",1
"54010",0
"54012",1
"54013",0
"54016",0
"54017",0
"54018",0
"54023",0
"54024",0
"54025",0
"54026",1
"54029",0
"54034",0
"54036",0
"54037",0
"54045",0
"54047",0
"54048",0
"54050",0
"54052",0
"54055",0
"54058",0
"54060",0
"54062",0
"54066",0
"54068",0
"54069",0
"54071",0
"54077",0
"54078",0
"54079",0
"54082",1
"54084",0
"54085",0
"54091",0
"54097",0
"54098",0
"54099",1
"54101",1
"54103",0
"54105",0
"54108",0
"54111",0
"54112",0
"54115",0
"54117",0
"54118",0
"54120",0
"54121",0
"54123",0
"54124",0
"54125",1
"54126",0
"54127",0
"54132",0
"54136",0
"54138",0
"54142",0
"54146",0
"54147",0
"54149",0
"54151",0
"54155",0
"54157",0
"54160",0
"54162",0
"54165",0
"54166",0
"54167",0
"54168",0
"54169",0
"54171",0
"54177",0
"54178",1
"54180",0
"54182",0
"54185",0
"54186",0
"54187",0
"54188",0
"54191",0
"54196",0
"54200",1
"54208",0
"54209",0
"54212",0
"54213",1
"54216",0
"54219",0
"54221",0
"54228",0
"54231",0
"54232",0
"54233",0
"54236",1
"54237",1
"54240",0
"54241",0
"54245",0
"54256",0
"54258",0
"54259",0
"54265",0
"54266",0
"54269",0
"54273",0
"54274",0
"54276",0
"54278",0
"54282",0
"54284",0
"54285",0
"54287",0
"54290",1
"54292",0
"54294",0
"54295",1
"54296",1
"54298",0
"54301",1
"54303",1
"54307",1
"54308",0
"54309",0
"54313",0
"54316",1
"54318",0
"54322",0
"54323",0
"54330",0
"54334",1
"54335",0
"54336",0
"54340",0
"54341",1
"54342",1
"54343",1
"54345",0
"54347",0
"54349",0
"54351",1
"54352",1
"54355",0
"54359",0
"54361",0
"54363",0
"54364",0
"54365",0
"54368",1
"54369",0
"54372",0
"54377",0
"54379",1
"54382",0
"54384",0
"54387",0
"54390",1
"54392",0
"54395",1
"54397",0
"54400",1
"54401",1
"54403",0
"54404",0
"54406",0
"54407",0
"54410",0
"54422",0
"54423",0
"54427",0
"54430",1
"54431",1
"54433",0
"54436",0
"54439",0
"54440",0
"54441",1
"54445",1
"54448",0
"54449",0
"54452",1
"54457",0
"54458",0
"54465",0
"54468",0
"54473",1
"54474",0
"54475",1
"54476",0
"54478",0
"54479",0
"54484",0
"54485",1
"54490",0
"54494",0
"54497",1
"54499",1
"54503",0
"54506",0
"54513",0
"54514",0
"54516",0
"54518",0
"54519",0
"54521",0
"54522",1
"54523",1
"54524",1
"54527",0
"54528",0
"54529",1
"54530",0
"54531",0
"54533",0
"54534",0
"54536",0
"54550",0
"54551",0
"54552",0
"54553",1
"54557",1
"54558",1
"54559",0
"54566",1
"54567",0
"54569",1
"54571",0
"54578",1
"54580",0
"54581",0
"54582",0
"54583",0
"54585",0
"54586",1
"54589",0
"54590",0
"54594",0
"54595",0
"54597",0
"54603",0
"54604",0
"54607",1
"54608",1
"54611",0
"54616",0
"54618",0
"54625",0
"54628",1
"54629",1
"54631",0
"54632",1
"54636",0
"54638",1
"54639",1
"54642",0
"54646",0
"54647",0
"54650",0
"54659",0
"54660",0
"54662",0
"54666",0
"54668",1
"54670",1
"54671",0
"54673",0
"54674",0
"54676",0
"54678",0
"54679",0
"54680",0
"54682",0
"54683",0
"54684",0
"54686",0
"54688",1
"54689",0
"54691",0
"54695",0
"54698",0
"54699",0
"54700",0
"54701",0
"54702",1
"54704",1
"54715",0
"54716",0
"54717",1
"54718",1
"54719",1
"54721",1
"54722",0
"54724",0
"54725",1
"54727",0
"54729",0
"54731",0
"54732",0
"54733",0
"54734",1
"54735",0
"54738",0
"54739",0
"54741",1
"54745",0
"54746",0
"54754",0
"54755",1
"54757",0
"54760",0
"54761",1
"54763",1
"54764",0
"54766",1
"54775",0
"54776",0
"54778",0
"54780",0
"54781",0
"54782",0
"54785",1
"54786",1
"54788",0
"54791",0
"54793",1
"54794",0
"54796",0
"54802",0
"54807",0
"54808",0
"54810",0
"54812",0
"54813",0
"54814",0
"54817",0
"54819",1
"54821",1
"54824",1
"54826",1
"54827",1
"54832",0
"54834",0
"54839",1
"54845",0
"54850",0
"54852",0
"54854",0
"54856",0
"54857",1
"54858",0
"54859",1
"54860",0
"54861",0
"54864",1
"54865",0
"54876",0
"54877",1
"54879",0
"54880",0
"54882",0
"54884",0
"54885",0
"54886",0
"54887",0
"54889",0
"54893",0
"54894",0
"54898",0
"54899",1
"54904",0
"54905",1
"54906",0
"54908",1
"54915",1
"54917",0
"54918",1
"54920",0
"54921",1
"54922",0
"54924",0
"54928",0
"54931",0
"54932",0
"54933",0
"54936",0
"54937",0
"54940",0
"54945",0
"54946",0
"54947",0
"54954",0
"54955",0
"54958",0
"54959",1
"54962",0
"54966",0
"54970",0
"54980",0
"54983",1
"54985",1
"54987",0
"54988",0
"54992",1
"54993",0
"54996",0
"54997",0
"54998",0
"55001",0
"55002",0
"55006",1
"55007",1
"55013",0
"55016",1
"55017",0
"55019",0
"55020",1
"55025",1
"55026",0
"55027",1
"55029",1
"55030",0
"55036",0
"55037",0
"55038",0
"55039",1
"55040",0
"55042",1
"55044",0
"55046",1
"55048",1
"55049",0
"55050",0
"55051",0
"55052",1
"55053",1
"55054",1
"55064",0
"55067",0
"55070",0
"55071",0
"55073",0
"55074",0
"55079",0
"55080",0
"55082",1
"55083",0
"55085",0
"55086",0
"55087",1
"55089",1
"55091",0
"55095",0
"55096",0
"55098",0
"55099",0
"55100",0
"55102",0
"55106",1
"55108",1
"55110",1
"55114",0
"55117",1
"55118",0
"55120",0
"55121",0
"55123",0
"55128",1
"55129",1
"55131",0
"55133",0
"55135",0
"55136",0
"55137",1
"55140",1
"55146",0
"55147",0
"55148",0
"55150",0
"55153",0
"55155",0
"55157",0
"55158",0
"55160",0
"55169",0
"55170",0
"55171",0
"55172",0
"55173",0
"55176",0
"55177",0
"55184",0
"55185",0
"55187",0
"55189",0
"55190",0
"55191",0
"55192",0
"55196",1
"55200",0
"55204",0
"55205",0
"55206",0
"55210",1
"55212",0
"55217",0
"55220",0
"55221",0
"55223",0
"55229",0
"55231",0
"55232",0
"55233",0
"55235",0
"55236",0
"55237",0
"55240",1
"55244",0
"55245",0
"55246",0
"55249",0
"55252",0
"55254",0
"55256",1
"55257",1
"55260",0
"55263",0
"55267",0
"55269",0
"55270",0
"55276",0
"55277",0
"55278",0
"55280",0
"55282",1
"55283",0
"55284",1
"55287",0
"55288",0
"55289",0
"55290",1
"55293",1
"55294",1
"55296",0
"55297",1
"55299",0
"55302",0
"55303",0
"55304",0
"55305",0
"55306",0
"55309",0
"55312",0
"55313",0
"55314",1
"55318",1
"55320",0
"55322",0
"55324",0
"55326",0
"55328",0
"55330",0
"55333",0
"55339",0
"55340",0
"55341",0
"55343",0
"55344",0
"55347",0
"55348",0
"55351",0
"55353",1
"55355",0
"55356",1
"55358",0
"55359",0
"55361",0
"55368",0
"55369",0
"55374",0
"55375",0
"55377",0
"55380",0
"55381",0
"55382",0
"55383",0
"55384",0
"55386",0
"55388",0
"55393",1
"55394",1
"55396",0
"55397",0
"55398",0
"55399",0
"55400",1
"55403",1
"55409",0
"55417",0
"55418",0
"55419",1
"55420",0
"55422",0
"55431",0
"55434",0
"55435",0
"55436",0
"55437",0
"55440",0
"55443",0
"55445",0
"55447",0
"55451",0
"55452",0
"55453",0
"55458",1
"55461",0
"55462",0
"55469",0
"55471",1
"55472",0
"55480",0
"55483",0
"55486",0
"55490",0
"55492",0
"55496",0
"55497",0
"55498",0
"55499",0
"55500",1
"55501",1
"55502",0
"55506",0
"55508",0
"55509",0
"55514",0
"55515",0
"55516",0
"55532",0
"55536",0
"55537",1
"55541",1
"55545",0
"55548",1
"55549",0
"55558",0
"55560",1
"55562",0
"55567",0
"55568",1
"55573",1
"55578",0
"55579",0
"55581",0
"55585",0
"55588",1
"55589",0
"55590",0
"55593",0
"55597",0
"55603",0
"55607",1
"55608",0
"55610",0
"55611",0
"55612",0
"55613",0
"55616",0
"55618",0
"55619",0
"55622",0
"55623",1
"55624",0
"55625",0
"55628",0
"55632",0
"55633",0
"55637",0
"55639",1
"55640",1
"55641",0
"55643",1
"55647",0
"55654",0
"55657",1
"55658",0
"55664",1
"55665",1
"55667",0
"55669",0
"55672",0
"55674",0
"55676",0
"55677",0
"55678",0
"55679",1
"55680",0
"55681",0
"55683",0
"55684",0
"55686",0
"55687",0
"55688",0
"55689",0
"55694",0
"55695",0
"55702",1
"55703",0
"55705",0
"55706",0
"55707",1
"55709",0
"55711",1
"55712",1
"55714",0
"55716",0
"55721",0
"55722",0
"55725",1
"55726",0
"55729",1
"55730",0
"55735",0
"55744",0
"55745",0
"55751",0
"55754",0
"55755",0
"55758",1
"55759",0
"55760",1
"55767",0
"55771",0
"55772",0
"55775",0
"55776",0
"55780",0
"55781",0
"55782",0
"55787",0
"55789",0
"55790",0
"55794",0
"55799",0
"55800",1
"55801",1
"55802",0
"55812",1
"55814",1
"55816",1
"55819",1
"55820",0
"55822",0
"55824",0
"55826",0
"55827",0
"55828",0
"55830",1
"55831",1
"55832",0
"55835",0
"55836",0
"55837",0
"55844",0
"55845",0
"55847",0
"55849",0
"55853",0
"55855",0
"55856",0
"55858",0
"55859",1
"55861",0
"55862",1
"55863",0
"55864",0
"55865",0
"55868",0
"55870",0
"55871",1
"55873",0
"55874",1
"55877",1
"55879",0
"55880",1
"55881",1
"55885",1
"55886",0
"55887",0
"55890",0
"55892",0
"55895",0
"55896",0
"55900",0
"55902",0
"55903",0
"55905",0
"55907",0
"55911",0
"55912",1
"55913",0
"55917",0
"55919",0
"55922",0
"55928",1
"55929",1
"55930",1
"55931",0
"55933",0
"55939",1
"55940",0
"55948",0
"55958",0
"55960",0
"55961",0
"55962",0
"55966",0
"55968",0
"55974",0
"55976",1
"55977",0
"55978",0
"55979",1
"55980",0
"55981",1
"55982",0
"55985",0
"55986",1
"55987",0
"55994",0
"55995",1
"55997",0
"55998",1
"55999",0
"56001",1
"56002",0
"56005",0
"56006",1
"56007",0
"56011",0
"56014",0
"56015",0
"56018",0
"56020",0
"56024",0
"56025",0
"56029",0
"56032",0
"56033",0
"56034",1
"56036",0
"56038",0
"56040",0
"56042",1
"56043",0
"56044",0
"56045",0
"56047",0
"56048",1
"56049",0
"56051",0
"56055",0
"56058",0
"56059",1
"56062",0
"56065",0
"56066",0
"56072",1
"56074",0
"56075",0
"56078",0
"56079",0
"56082",0
"56085",0
"56086",1
"56087",0
"56090",0
"56093",0
"56105",1
"56106",0
"56108",0
"56110",0
"56114",0
"56120",0
"56122",1
"56124",0
"56129",1
"56130",0
"56134",0
"56135",0
"56137",0
"56138",0
"56139",0
"56141",0
"56144",0
"56151",0
"56154",0
"56156",0
"56164",0
"56165",0
"56169",1
"56170",0
"56173",1
"56179",0
"56181",0
"56184",0
"56188",0
"56191",1
"56192",0
"56193",0
"56195",0
"56196",0
"56197",0
"56205",0
"56210",0
"56212",0
"56215",1
"56217",0
"56219",1
"56220",0
"56225",0
"56226",0
"56227",1
"56228",0
"56233",1
"56234",0
"56235",0
"56237",0
"56238",0
"56240",0
"56243",0
"56244",0
"56245",0
"56247",0
"56248",1
"56249",0
"56250",0
"56251",0
"56255",1
"56257",0
"56261",0
"56268",0
"56270",0
"56273",0
"56279",1
"56280",0
"56285",0
"56286",0
"56287",0
"56289",0
"56293",1
"56294",1
"56296",0
"56297",0
"56299",0
"56300",0
"56301",0
"56310",0
"56312",0
"56314",0
"56319",0
"56320",0
"56323",0
"56324",0
"56325",0
"56327",0
"56329",0
"56330",0
"56338",0
"56339",0
"56344",0
"56346",0
"56349",0
"56350",0
"56351",0
"56355",0
"56359",0
"56364",0
"56366",1
"56367",0
"56369",0
"56370",0
"56371",1
"56374",0
"56378",1
"56380",0
"56384",0
"56387",0
"56390",1
"56391",0
"56394",1
"56396",0
"56397",0
"56398",0
"56403",0
"56404",0
"56406",0
"56407",0
"56411",0
"56413",0
"56415",0
"56417",1
"56418",0
"56419",0
"56420",1
"56421",1
"56423",0
"56428",0
"56432",0
"56435",0
"56446",0
"56449",0
"56451",0
"56455",0
"56456",1
"56457",0
"56458",1
"56459",0
"56460",0
"56463",0
"56466",0
"56467",0
"56469",1
"56473",0
"56476",0
"56479",1
"56480",1
"56483",0
"56484",0
"56486",1
"56488",0
"56490",0
"56492",0
"56499",0
"56500",0
"56502",0
"56503",0
"56505",0
"56507",0
"56512",0
"56513",0
"56514",0
"56515",0
"56516",0
"56517",0
"56518",0
"56519",0
"56521",1
"56524",0
"56526",0
"56533",0
"56534",1
"56538",0
"56541",0
"56542",0
"56544",1
"56549",0
"56550",1
"56555",0
"56557",1
"56566",1
"56569",0
"56570",0
"56572",0
"56574",0
"56575",0
"56576",0
"56579",0
"56580",1
"56583",0
"56584",0
"56585",0
"56592",1
"56593",0
"56597",1
"56603",1
"56604",0
"56606",0
"56611",1
"56619",1
"56620",0
"56621",1
"56625",0
"56626",0
"56632",0
"56634",0
"56636",0
"56637",0
"56638",1
"56642",1
"56648",0
"56649",0
"56654",0
"56655",0
"56658",0
"56662",0
"56663",0
"56664",0
"56671",0
"56672",0
"56673",0
"56675",0
"56683",0
"56684",0
"56686",0
"56688",0
"56690",1
"56691",0
"56692",0
"56695",1
"56696",0
"56698",0
"56702",1
"56703",1
"56706",0
"56707",0
"56708",0
"56709",0
"56716",0
"56721",0
"56725",0
"56726",1
"56727",0
"56733",1
"56734",0
"56736",1
"56740",0
"56750",0
"56752",0
"56753",1
"56754",1
"56755",0
"56756",0
"56759",0
"56760",0
"56761",0
"56763",1
"56765",0
"56770",0
"56771",1
"56773",0
"56774",0
"56777",0
"56778",0
"56779",0
"56783",0
"56784",0
"56788",0
"56792",1
"56793",0
"56795",1
"56798",1
"56799",0
"56802",0
"56804",0
"56806",1
"56809",0
"56810",1
"56811",0
"56812",0
"56813",0
"56817",0
"56820",0
"56821",0
"56822",0
"56824",0
"56828",1
"56829",0
"56830",1
"56832",0
"56833",0
"56834",0
"56835",0
"56836",0
"56840",0
"56842",1
"56844",0
"56845",0
"56847",0
"56849",0
"56854",0
"56855",1
"56856",0
"56863",1
"56869",0
"56871",1
"56872",0
"56876",1
"56877",0
"56879",0
"56880",0
"56883",0
"56884",0
"56885",1
"56886",0
"56896",1
"56899",0
"56901",1
"56902",0
"56905",0
"56906",0
"56907",0
"56909",0
"56910",1
"56913",1
"56914",0
"56917",0
"56918",0
"56921",0
"56927",0
"56930",0
"56937",1
"56940",0
"56946",0
"56947",1
"56948",0
"56953",0
"56955",0
"56958",0
"56960",1
"56964",1
"56965",0
"56967",0
"56973",0
"56974",0
"56980",0
"56983",0
"56986",0
"56992",0
"56997",0
"56998",1
"56999",1
"57002",0
"57006",0
"57008",1
"57009",0
"57010",0
"57011",1
"57013",0
"57016",0
"57019",0
"57020",0
"57028",0
"57030",0
"57032",0
"57033",0
"57036",0
"57040",0
"57041",0
"57043",0
"57044",1
"57045",0
"57048",0
"57049",0
"57050",0
"57055",0
"57056",1
"57057",0
"57061",0
"57066",0
"57067",0
"57068",0
"57070",0
"57072",0
"57073",0
"57074",0
"57075",0
"57077",0
"57079",0
"57081",0
"57082",0
"57083",0
"57084",0
"57085",1
"57086",1
"57088",0
"57094",0
"57095",0
"57101",0
"57102",1
"57103",0
"57106",0
"57107",1
"57110",0
"57116",0
"57117",0
"57118",0
"57120",1
"57123",0
"57124",0
"57130",0
"57134",0
"57136",1
"57138",1
"57140",0
"57141",1
"57144",1
"57145",0
"57146",0
"57147",0
"57148",0
"57152",1
"57155",0
"57158",1
"57160",0
"57165",0
"57168",1
"57174",0
"57176",0
"57177",0
"57187",0
"57188",0
"57189",0
"57191",1
"57192",0
"57195",0
"57199",0
"57202",0
"57203",0
"57204",1
"57205",0
"57206",0
"57207",0
"57212",0
"57214",1
"57217",1
"57218",0
"57219",1
"57220",0
"57225",0
"57227",0
"57230",0
"57234",0
"57236",0
"57238",0
"57241",0
"57243",0
"57244",0
"57245",0
"57248",0
"57249",0
"57250",1
"57253",0
"57257",0
"57261",0
"57263",0
"57265",0
"57266",0
"57272",1
"57278",0
"57279",1
"57283",1
"57286",0
"57289",0
"57291",0
"57299",0
"57305",0
"57307",0
"57310",0
"57311",0
"57313",1
"57314",0
"57317",0
"57318",0
"57320",1
"57327",0
"57328",1
"57333",1
"57343",0
"57346",0
"57350",0
"57352",0
"57354",1
"57355",0
"57356",0
"57360",0
"57363",1
"57365",0
"57367",0
"57368",0
"57369",1
"57371",1
"57373",0
"57377",1
"57378",0
"57379",1
"57381",0
"57382",0
"57387",0
"57388",1
"57389",1
"57390",0
"57391",0
"57396",0
"57397",0
"57399",0
"57403",1
"57404",0
"57407",0
"57410",0
"57412",0
"57413",0
"57414",0
"57416",0
"57417",0
"57419",0
"57420",1
"57422",0
"57423",1
"57425",0
"57426",0
"57427",0
"57429",0
"57441",0
"57446",0
"57449",0
"57451",0
"57452",1
"57455",0
"57458",0
"57463",0
"57464",0
"57465",0
"57466",1
"57469",0
"57470",0
"57474",0
"57477",1
"57478",0
"57481",1
"57482",0
"57483",0
"57487",0
"57489",1
"57491",0
"57494",0
"57495",0
"57496",0
"57498",0
"57502",0
"57505",1
"57509",0
"57510",0
"57512",1
"57514",0
"57527",0
"57529",0
"57530",0
"57533",0
"57536",0
"57537",0
"57538",0
"57541",0
"57542",0
"57544",1
"57550",0
"57551",0
"57553",0
"57554",0
"57556",0
"57558",0
"57567",0
"57568",0
"57573",0
"57576",1
"57577",0
"57579",1
"57583",0
"57588",0
"57589",0
"57593",0
"57595",0
"57602",1
"57611",0
"57612",0
"57617",0
"57619",1
"57624",1
"57625",1
"57632",0
"57634",0
"57635",0
"57636",0
"57637",1
"57638",0
"57639",1
"57640",0
"57641",0
"57643",0
"57646",1
"57648",0
"57649",0
"57653",0
"57655",0
"57656",0
"57658",0
"57662",1
"57664",0
"57667",0
"57668",1
"57669",0
"57671",0
"57672",0
"57678",1
"57683",0
"57685",0
"57688",0
"57689",1
"57693",1
"57699",0
"57700",0
"57702",0
"57705",0
"57709",1
"57711",0
"57712",0
"57713",0
"57715",0
"57716",1
"57719",1
"57721",0
"57722",0
"57725",0
"57726",0
"57732",1
"57734",1
"57736",0
"57739",0
"57745",1
"57751",0
"57753",0
"57756",0
"57760",1
"57764",0
"57765",0
"57766",0
"57768",0
"57772",0
"57773",0
"57777",0
"57778",0
"57780",0
"57781",1
"57785",1
"57788",0
"57792",0
"57794",1
"57798",0
"57809",1
"57814",1
"57816",0
"57818",0
"57819",0
"57823",0
"57824",0
"57828",1
"57829",0
"57831",1
"57833",0
"57837",1
"57839",0
"57842",1
"57843",0
"57844",1
"57845",0
"57846",0
"57847",1
"57848",0
"57851",0
"57857",0
"57858",0
"57862",0
"57863",0
"57865",0
"57866",0
"57867",0
"57868",1
"57870",0
"57883",0
"57884",0
"57889",1
"57893",1
"57894",1
"57899",0
"57900",0
"57901",0
"57906",0
"57908",0
"57909",0
"57911",1
"57916",0
"57921",0
"57925",0
"57929",1
"57930",0
"57932",0
"57933",1
"57935",0
"57936",0
"57940",0
"57941",0
"57945",0
"57953",0
"57956",0
"57957",0
"57963",1
"57964",0
"57969",0
"57970",1
"57974",0
"57975",0
"57976",1
"57977",0
"57981",0
"57983",0
"57986",1
"57990",0
"57997",0
"57999",0
"58002",0
"58005",0
"58007",0
"58009",0
"58011",0
"58019",0
"58022",1
"58024",0
"58025",1
"58027",0
"58030",1
"58033",0
"58034",0
"58036",0
"58038",0
"58041",0
"58043",0
"58045",0
"58049",0
"58050",0
"58058",0
"58059",0
"58060",0
"58062",0
"58064",0
"58066",0
"58070",0
"58071",1
"58073",1
"58074",0
"58079",1
"58084",0
"58088",0
"58089",0
"58091",0
"58095",0
"58096",0
"58097",0
"58099",0
"58101",0
"58105",1
"58106",0
"58109",0
"58115",1
"58117",0
"58119",0
"58121",1
"58122",0
"58123",1
"58125",0
"58126",0
"58127",0
"58128",0
"58130",0
"58131",0
"58132",0
"58136",0
"58137",1
"58146",1
"58148",0
"58151",0
"58152",0
"58157",1
"58159",1
"58161",1
"58164",1
"58167",0
"58169",1
"58171",1
"58172",0
"58174",0
"58176",0
"58181",0
"58182",0
"58184",0
"58186",0
"58187",0
"58190",0
"58197",0
"58198",0
"58201",0
"58202",1
"58203",0
"58204",0
"58205",0
"58207",0
"58211",0
"58212",1
"58213",1
"58214",1
"58215",1
"58216",0
"58218",0
"58220",1
"58226",1
"58227",0
"58228",1
"58231",1
"58237",0
"58240",1
"58241",0
"58242",0
"58243",0
"58247",0
"58249",0
"58252",0
"58257",0
"58263",0
"58264",0
"58265",0
"58273",0
"58275",0
"58276",0
"58281",0
"58282",0
"58283",0
"58290",0
"58294",0
"58302",1
"58305",0
"58307",0
"58308",1
"58312",0
"58314",0
"58315",0
"58319",1
"58321",1
"58322",0
"58323",0
"58326",1
"58329",0
"58330",1
"58331",0
"58335",1
"58337",0
"58339",1
"58341",1
"58342",0
"58343",0
"58345",0
"58347",1
"58348",0
"58350",0
"58356",0
"58357",0
"58359",0
"58362",0
"58365",0
"58366",0
"58369",0
"58370",0
"58376",0
"58377",0
"58380",1
"58383",0
"58385",1
"58392",0
"58394",0
"58397",1
"58399",1
"58401",0
"58402",0
"58407",0
"58414",0
"58415",0
"58416",1
"58422",1
"58425",0
"58426",0
"58427",1
"58430",1
"58432",0
"58433",0
"58434",0
"58437",0
"58440",1
"58441",0
"58442",1
"58448",0
"58457",0
"58459",0
"58463",0
"58465",0
"58471",0
"58472",0
"58473",0
"58474",0
"58475",0
"58476",0
"58477",0
"58479",1
"58480",0
"58485",1
"58487",0
"58489",1
"58490",0
"58492",0
"58496",0
"58499",0
"58502",1
"58503",0
"58506",0
"58509",0
"58515",0
"58520",0
"58521",1
"58524",1
"58527",0
"58530",0
"58532",0
"58535",0
"58536",0
"58539",0
"58540",0
"58541",0
"58544",0
"58551",1
"58554",0
"58556",0
"58557",0
"58558",0
"58560",0
"58569",0
"58571",0
"58572",0
"58573",0
"58575",0
"58579",0
"58581",1
"58582",0
